0.31969,-0.27574,-0.013103,0.043647,-0.014486,0.042761,0.31969,-0.27574,-0.013854,0.043412,-0.014142,0.042532,0.31969,-0.27574,-0.014307,0.043343,-0.014228,0.042572,0.31969,-0.27574,-0.014042,0.04358,-0.014287,0.042571,0.31969,-0.27574,-0.013976,0.043498,-0.014273,0.0426,0.0072652,-0.010898
0.31969,-0.27574,-0.013854,0.043412,-0.014142,0.042532,0.31969,-0.27574,-0.014307,0.043343,-0.014228,0.042572,0.31969,-0.27574,-0.014042,0.04358,-0.014287,0.042571,0.31969,-0.27574,-0.013976,0.043498,-0.014273,0.0426,0.31969,-0.27574,-0.014026,0.043498,-0.014267,0.042595,0.0075678,-0.011792
0.31969,-0.27574,-0.014307,0.043343,-0.014228,0.042572,0.31969,-0.27574,-0.014042,0.04358,-0.014287,0.042571,0.31969,-0.27574,-0.013976,0.043498,-0.014273,0.0426,0.31969,-0.27574,-0.014026,0.043498,-0.014267,0.042595,0.31969,-0.27574,-0.014026,0.043498,-0.014272,0.042597,0.0079518,-0.012522
0.31969,-0.27574,-0.014042,0.04358,-0.014287,0.042571,0.31969,-0.27574,-0.013976,0.043498,-0.014273,0.0426,0.31969,-0.27574,-0.014026,0.043498,-0.014267,0.042595,0.31969,-0.27574,-0.014026,0.043498,-0.014272,0.042597,0.31969,-0.27574,-0.014026,0.043501,-0.014272,0.042597,0.0081984,-0.013221
0.31969,-0.27574,-0.013976,0.043498,-0.014273,0.0426,0.31969,-0.27574,-0.014026,0.043498,-0.014267,0.042595,0.31969,-0.27574,-0.014026,0.043498,-0.014272,0.042597,0.31969,-0.27574,-0.014026,0.043501,-0.014272,0.042597,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.0084295,-0.014089
0.31969,-0.27574,-0.014026,0.043498,-0.014267,0.042595,0.31969,-0.27574,-0.014026,0.043498,-0.014272,0.042597,0.31969,-0.27574,-0.014026,0.043501,-0.014272,0.042597,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014271,0.042598,0.0088016,-0.014708
0.31969,-0.27574,-0.014026,0.043498,-0.014272,0.042597,0.31969,-0.27574,-0.014026,0.043501,-0.014272,0.042597,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014271,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.0089518,-0.015298
0.31969,-0.27574,-0.014026,0.043501,-0.014272,0.042597,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014271,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.0092087,-0.015959
0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014271,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014542,0.043501,-0.014272,0.042598,0.0098504,-0.016127
0.31969,-0.27574,-0.014022,0.043501,-0.014271,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014022,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.014542,0.043501,-0.014272,0.042598,0.31969,-0.27574,-0.013676,0.043501,-0.014317,0.042598,0.0074822,-0.01748
